,route-number,description,url
130,405 - Salisbury to Paralowie Clockwise Loop,"via Salisbury Hwy, Winzor St, Whites Rd and Waterloo Corner Rd",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F405&auth=MqK024Yczr0qG4%2FANN82eA&profile=_default&rank=131&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
131,411 - Salisbury to Mawson Interchange,"via Burton Rd, Liberator Dr and Andrew Smith Dr (limited services depart from UniSA Mawson Lakes Campus)",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F411&auth=%2FpcVQjQSyFdi5QHCdC2xWg&profile=_default&rank=132&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
132,411B - Mawson Interchange to Salisbury Interchange,"via Andrew Smith Dr, Liberator Dr and Burton Rd (terminates at Salisbury Interchange)",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F411b&auth=tEOKn1swJpCslANcwC7tpg&profile=_default&rank=133&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
133,411U - Salisbury to UniSA Mawson Lakes Campus,"via Burton Rd, Liberator Dr, Andrew Smith Dr and Mawson Lakes",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F411u&auth=VfFKQ24yhH08zpIs8Ap7MQ&profile=_default&rank=134&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
134,415 - Salisbury Interchange to Greenwith,"via Ann St, Saints Rd, The Grove Way and Target Hill Rd",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F415&auth=tqIp8s7zi2Z%2BZ8%2Fs5iytiA&profile=_default&rank=135&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
135,415H - Salisbury Interchange to Salisbury Heights,"via Ann St, Saints Rd, The Grove Way and Target Hill Rd (terminates at Stop 63 Target Hill Rd, Salisbury Heights)",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F415h&auth=3LoEeup9%2FNLhTtYipa8jBw&profile=_default&rank=136&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
136,415V - Salisbury Interchange to Golden Grove Interchange,"via Ann St, Saints Rd, The Grove Way and Target Hill Rd (operates Monday - Friday excluding public holidays)",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F415v&auth=802EEi0jr4JqB7e4iQNLAQ&profile=_default&rank=137&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
137,421 - BAE Systems to Salisbury Interchange,via Edinburugh RAAF Base and Defence Science and Technology (operates Monday - Friday excluding public holidays),https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F421&auth=wyVniGXQL4KE8ywGeSpmJA&profile=_default&rank=138&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
138,430 - Elizabeth Interchange to Salisbury Interchange,"via Bogan Rd, Main North Rd, Saints Rd and Ann St (operates Monday - Saturday excluding public holidays)",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F430&auth=2x0llby4kbHPjJKjoc%2FRbA&profile=_default&rank=139&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
139,440 - Munno Para Station to Elizabeth Interchange,"via Smithfield, Hamlynn Rd and Woodford Rd Interchange",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F440&auth=VUTxhT8rDomUbrNdQqU1rg&profile=_default&rank=140&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
140,441 - Smithfield Interchange to Elizabeth Interchange,"via Ulley Rd, Hanson Rd, Campbell Rd and Yorktown Rd",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F441&auth=SEyK1jsx%2FaZAH3C4bsn4yQ&profile=_default&rank=141&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
141,442 - Smithfield Interchange to Elizabeth Interchange,"via Ulley Rd, Park Lane Bvd, Blair Park Dr and Turner Dr",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F442&auth=R9yMHFfrZCm5OIyymc6VTw&profile=_default&rank=142&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
142,443 - Elizabeth Interchange to Munno Para Loop Service,"via Turner Dr, Blair Park Dr, Craigmore Rd and Smithfield (Hail 'n' Ride service, passengers can hail the 443 anywhere along the route and, provided it is safe to do so, the driver will pick you up or set you down as requested)",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F443&auth=7tCHFh05BzNAnA93imtFgw&profile=_default&rank=143&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
143,451 - Munno Para Centre Interchange to Elizabeth Interchange,"via President Ave, Smithfield, President Ave and Fordingbridge Rd",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F451&auth=vAWl06URH%2BKjv7KmArnwjw&profile=_default&rank=144&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
144,451A - Munno Para to Andrews Farm,"via President Ave, Smithfield, President Ave and Fordingbridge Rd (terminates at Stop 74A Edgecombe Rd, Andrews Farm)",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F451a&auth=tj4xGhec%2F1vDN7kgGDAY1Q&profile=_default&rank=145&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
145,452 - Munno Para Centre Interchange to Elizabeth Interchange,"via Smithfield, Newton Blvd, Heytesbury Rd and Mark Oliphant College",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F452&auth=wKCIx5yY0X6cpfWPPjZ8og&profile=_default&rank=146&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
146,452W - Munno Para Centre Interchange to Elizabeth West,"Terminates at Stop 71 Heytsbury Rd, Davoren Park (operates Monday - Friday excluding public holidays)",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F452w&auth=WXSd%2BfMhuvmBh9NuofwNzg&profile=_default&rank=147&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
147,461 - Munno Para Centre Interchange to Munno Para West,"via Smithfield, Newton Blvd, Brandis Ave and Mark Oliphant College (operates Monday - Friday excluding public holidays)",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F461&auth=yBwGxD0g7c6%2B3ffobx9sTA&profile=_default&rank=148&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
148,462 - Munno Para Centre Interchange to Angle Vale,"via Smithfield, Mark Oliphant College and St Columbia College (operates Monday - Friday excluding public holidays)",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F462&auth=lZgx7LHM5acCZUI%2B%2FVewlA&profile=_default&rank=149&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
149,462C - Munno Para Centre Interchange to Angle Vale,via Mark Oliphant College and St Columba College,https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F462c&auth=km8tct5IP4rY3%2F%2BrEn7o1Q&profile=_default&rank=150&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
150,491 - Willaston & Hewett Loop,"via Gawler Station, Murray St, Osprey Pde and Gawler Town Centre (clockwise loop, operates Monday - Friday excluding public holidays)",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F491&auth=kVx6fLpdvSHqQGT3pyiu4w&profile=_default&rank=151&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
151,492A - Gawler East Anti-Clockwise Loop,via Gawler Station and Gawler Town Centre (operates Monday - Friday excluding public holidays),https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F492a&auth=oOJtCRBKdJxV66A5Zesf1g&profile=_default&rank=152&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
152,492C - Gawler East Clockwise Loop,via Gawler Station and Gawler Town Centre (operates Monday - Friday excluding public holidays),https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F492c&auth=o2iaVyiFgEwHHxJrUnYyGg&profile=_default&rank=153&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
153,493 - Evanston Loop,"via Gawler Station, Evanston Park, Tambelin Station and Gawler Town Centre (operates Monday - Friday excluding public holidays)",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F493&auth=Tcq6lRn%2B6TQqkA%2FyWsA%2Bvg&profile=_default&rank=154&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
154,494 - Evanston Loop,"via Gawler Station, Tambelin Station, Evanston Park and Gawler Town Centre (operates Monday - Friday excluding public holidays)",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F494&auth=9msj7RTAZ9btrZzJ3NE%2FgA&profile=_default&rank=155&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
155,500 - Elizabeth Interchange to City,"via Salisbury, Bridge Rd, Paradise and Klemzig (O-Bahn limited stop service, operates Monday - Friday excluding public holidays)",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F500&auth=N%2B65076Wbti5YPIi15CsZg&profile=_default&rank=156&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
156,501 - Mawson Interchange to City,"via Montague Rd, Paradise and Klemzig (O-Bahn limited stop service, operates Monday - Friday excluding public holidays)",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F501&auth=uQWFcnEyxg4kxlkNDgeL7A&profile=_default&rank=157&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
157,502 - Salisbury Interchange to City,"via Bridge Rd, Paradise and Klemzig (O-Bahn limited stop service)",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F502&auth=xbdDoWjgIZhDbTqK54bf6A&profile=_default&rank=158&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
158,502X - Salisbury Interchange to City,"via Bridge Rd and Sudholz Rd then express from stop 28 Sudholz Rd, Gilles Plains to city (O-Bahn service, operates Monday - Friday excluding public holidays)",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F502x&auth=xjX7bOiz3vlgFRfCkdwAgA&profile=_default&rank=159&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
159,503 - Tea Tree Plaza Interchange to City,"via Helen Tce, Grand Junction Rd, Valiant Rd, Paradise and Klemzig (O-Bahn service)",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F503&auth=edof49slQ2I%2B6055pQMBuQ&profile=_default&rank=160&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
160,506 - Tea Tree Plaza Interchange to City,"via Tea Tree Plaza, Nelson Rd, Wandana Ave, Paradise and Klemzig (O-Bahn service)",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F506&auth=bnZRNDUCjdv03qG1GDqK4w&profile=_default&rank=161&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
161,506H - Paradise Interchange to Modbury North,"via Wandana Ave, Nelson Rd and Kelly Rd (terminates at stop 64 Kelly Rd, Modbury North)",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F506h&auth=ScKtiNXcIt0nXwEOJwHkzw&profile=_default&rank=162&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
162,507 - Tea Tree Plaza Interchange to City,"via North East Rd, Paradise, O-Bahn and Klemzig (O-Bahn service)",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F507&auth=4LAq3BPxRIa7AKbIaYCUew&profile=_default&rank=163&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
163,528 - Northgate to City,"via Folland Ave, Fosters Rd, Karoomba Ave and Klemzig (O-Bahn service, operates Monday - Friday excluding public holidays)",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F528&auth=tZgSbcuMz3xM8Ob26Qv86A&profile=_default&rank=164&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
164,530 - Firle to City,"via Coorara Ave, Stradbroke Rd, Paradise, and Klemzig (O-Bahn service, operates Monday - Friday excluding public holidays)",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F530&auth=SwLA3BxrBdkr%2BFjvT9oOiA&profile=_default&rank=165&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
165,540 - Tea Tree Plaza Interchange to City,"via Paradise and Klemzig (O-Bahn service, operates Monday - Friday excluding public holidays)",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F540&auth=%2BsDNKoJaYxjLW4l8LFB4AQ&profile=_default&rank=166&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
166,541 - Golden Grove Interchange & Fairview Park to City,"via Hancock Rd, Tea Tree Plaza, Paradise and Klemzig (O-Bahn service)",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F541&auth=LvYatSAIiBr6CRX96uG0dw&profile=_default&rank=167&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
167,541G - City to Golden Grove Interchange,"via Klemzig, Paradise, Tea Tree Plaza and Hancock Rd (O-Bahn service)",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F541g&auth=RWR8ETj%2B3ZjYSXMxD0kiLw&profile=_default&rank=168&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
168,541X - Golden Grove Interchange to City,"via Fairview Park, Hancock Rd and Tea Tree Plaza then express to city (O-Bahn service, operates Monday - Friday excluding public holidays)",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F541x&auth=Qo34bKcceXoFAx%2Fcis6LQw&profile=_default&rank=169&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
169,542 - Fairview Park to Tea Tree Plaza Interchange,via Yatala Vale Rd and North East Rd,https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F542&auth=JJWh7DeF%2FemuXUteEZcEiw&profile=_default&rank=170&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
170,542X - Fairview Park to City,"via Yatala Vale Rd, North East Rd and Tea Tree Plaza then express to city (O-Bahn service, operates Monday - Friday excluding public holidays)",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F542x&auth=Z9il%2FmoJtx%2Bp8vb%2FVuTAWQ&profile=_default&rank=171&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
171,543 - Surrey Downs to Tea Tee Plaza Interchange,"via Illyarrie Ave, Grenfell Rd and Golden Grove Rd",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F543&auth=UBE3%2FT6z7XQwnEuNADuWdQ&profile=_default&rank=172&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
172,543G - Tea Tree Plaza Interchange to Redwood Park,"via Golden Grove Rd and Grenfell Rd (terminates at stop 58A Grenfell Rd, Redwood Park)",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F543g&auth=Vv%2B%2BEvL2ne219f%2BRwBZIqQ&profile=_default&rank=173&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
173,543X - Surrey Downs to City,"via Illyarrie Ave, Grenfell Rd, Golden Grove Rd and Tea Tree Plaza then express to city (O-Bahn service, operates Monday - Friday excluding public holidays)",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F543x&auth=uLTphqRsoPCxhCosT%2FGXUA&profile=_default&rank=174&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
174,544 - Golden Grove Interchange to City,"via Ladywood Rd, Tea Tree Plaza, Paradise and Klemzig (O-Bahn service, operates Sunday - Friday)",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F544&auth=CBXaA0k4ELeUHk9LUZa4gQ&profile=_default&rank=175&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
175,544X - Golden Grove Interchange to City,"via Ladywood Rd and Tea Tree Plaza then express to city (O-Bahn service, operates Monday - Friday excluding public holidays)",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F544x&auth=ksxMLrl1lwzmsTf8DBayFQ&profile=_default&rank=176&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
176,545 - Golden Grove Interchange to Tea Tree Plaza Interchange,via McIntyre Rd,https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F545&auth=SKq9rUSKG50JoEzY71eBqQ&profile=_default&rank=177&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
177,545X - Golden Grove Interchange to City,"via McIntyre Rd and Tea Tree Plaza then express to city (O-Bahn service, operates Monday - Friday excluding public holidays)",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F545x&auth=dok2%2F%2B5EYyXa1%2BdExBdeJw&profile=_default&rank=178&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
178,546 - City to Para Hills,"via Klemzig, Paradise, Tea Tree Plaza and Nelson Rd (O-Bahn service, operates Monday - Friday excluding public holidays)",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F546&auth=0Pzyox3D1d%2BTWr7GA6mSxg&profile=_default&rank=179&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
179,546X - Para Hills to City,"via Nelson Rd and Tea Tree Plaza then express to city (O-Bahn service, operates Monday - Friday excluding public holidays)",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F546x&auth=t3OQ0w23oGqgj9CjEZMtHA&profile=_default&rank=180&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
180,548 - Greenwith & Tea Tree Plaza Interchange to City,"via Target Hill Rd, Golden Grove Rd, Tea Tree Plaza, Paradise and Klemzig (O-Bahn service)",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F548&auth=HHEUkqkRf8Yt%2Fo9kbII49A&profile=_default&rank=181&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
181,556 - Tea Tree Plaza Interchange to City,"via Tolley Rd, Lower North East Rd and Paradise (limited services to city via O-Bahn)",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F556&auth=I73woiuDSyXa4bCVcYCiJg&profile=_default&rank=182&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
182,557 - Tea Tree Plaza Interchange to City,"via North East Rd, Perseverance Rd, Lower North East Rd and Paradise (limited services to city via O-Bahn)",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F557&auth=OFxnHM0X14jo6%2BaPfS2Rng&profile=_default&rank=183&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
183,557S - Paradise Interchange to St Agnes,"via Lower North East Rd and Valley Rd (terminates at stop 47 North East Rd, St Agnes)",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F557s&auth=2yzyLXtMB%2FtcfhFFvoGVWg&profile=_default&rank=184&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
184,559 - Tea Tree Plaza Interchange to Paradise Interchange,"via Smart Rd, Lower North East Rd and Lyons Rd (operates Monday - Friday excluding public holidays)",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F559&auth=sMXyeIpGnit8cH3a8NW8XQ&profile=_default&rank=185&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
185,559S - Paradise Interchange to St Agnes,"via Lyons Rd, Lower North East Rd and Smart Rd (terminates at Stop 44 Smart Rd, St Agnes)",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F559s&auth=Q0bS8LhAesY5%2Bygo20Qtpg&profile=_default&rank=186&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
186,560 - Elizabeth Interchange to Tea Tree Plaza Interchange,"via Haydown Rd, Lyell McEwin Hospital, Salisbury, Bridge Rd and Montague Rd",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F560&auth=TdaCnZ1ZrJY%2FlZ8q7GPFrw&profile=_default&rank=187&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
187,560A - Elizabeth Interchange / Ingle Farm to Salisbury Interchange,Terminates at Salisbury Interchange,https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F560a&auth=ah5VhHvTmNm%2F0AgrWhihQQ&profile=_default&rank=188&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
188,560B - Elizabeth Interchange to Ingle Farm,"via Haydown Rd, Lyell McEwin Hospital, Salisbury and Bridge Rd (terminates at Stop 38A Bridge Rd, Ingle Farm)",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F560b&auth=DBvNPAqSJo6q5jJSWcb3Wg&profile=_default&rank=189&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
189,565 - Mawson Interchange to Ingle Farm,"via Montague Rd, Bridge Rd and Beovich Rd (operates Monday - Saturday excluding public holidays)",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F565&auth=Q3PwtmhIYgSUJmRi5OD7bA&profile=_default&rank=190&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
190,566 - Mawson Interchange to Golden Grove Interchange,"via Montague Rd, Bridge Rd and Wynn Vale Dr (operates Monday - Saturday excluding public holidays)",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F566&auth=srBRevEBVKGm3YuCdLsH0A&profile=_default&rank=191&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
191,578 - Newton & Athelstone to City,"via Monatcute Rd, Coulis Rd, Gorge Rd, Paradise and Klemzig (O-Bahn service, operates Monday - Friday excluding public holidays)",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F578&auth=KFlXtSpBW1lmS0gmWi3uwQ&profile=_default&rank=192&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
192,579 - Athelstone to Paradise Interchange,via Gorge Rd and Quondong Ave (operates Monday - Saturday excluding public holidays),https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F579&auth=BcPlv3JtN8tPYVl4Rjmssw&profile=_default&rank=193&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
