Futures		Contract		Contract		Futures		Options		Options
Code		Month		Type		Exp Date		Code		Exp Date
-------		-------		-------		-------		-------		-------		
CL		2021-10		Fut		2021-09-21		 		 
CL		2021-11		Fut		2021-10-20		 		 
CL		2021-12		Fut		2021-11-19		 		 
CL		2022-01		Fut		2021-12-20		 		 
CL		2022-02		Fut		2022-01-20		 		 
CL		2022-03		Fut		2022-02-22		 		 
CL		2022-04		Fut		2022-03-22		 		 
CL		2022-05		Fut		2022-04-20		 		 
CL		2022-06		Fut		2022-05-20		 		 
CL		2022-07		Fut		2022-06-21		 		 
CL		2022-08		Fut		2022-07-20		 		 
CL		2022-09		Fut		2022-08-22		 		 
CL		2022-10		Fut		2022-09-20		 		 
CL		2022-11		Fut		2022-10-20		 		 
CL		2022-12		Fut		2022-11-21		 		 
CL		2023-01		Fut		2022-12-20		 		 
CL		2023-02		Fut		2023-01-20		 		 
CL		2023-03		Fut		2023-02-21		 		 
CL		2023-04		Fut		2023-03-21		 		 
CL		2023-05		Fut		2023-04-20		 		 
CL		2023-06		Fut		2023-05-22		 		 
CL		2023-07		Fut		2023-06-20		 		 
CL		2023-08		Fut		2023-07-20		 		 
CL		2023-09		Fut		2023-08-22		 		 
CL		2023-10		Fut		2023-09-20		 		 
CL		2023-11		Fut		2023-10-20		 		 
CL		2023-12		Fut		2023-11-20		 		 
CL		2021-10		Opt		 		LO		2021-09-16
CL		2021-11		Opt		 		LO		2021-10-15
CL		2021-12		Opt		 		LO		2021-11-16
CL		2022-01		Opt		 		LO		2021-12-15
CL		2022-02		Opt		 		LO		2022-01-14
CL		2022-03		Opt		 		LO		2022-02-16
CL		2022-04		Opt		 		LO		2022-03-17
CL		2022-05		Opt		 		LO		2022-04-14
CL		2022-06		Opt		 		LO		2022-05-17
CL		2022-07		Opt		 		LO		2022-06-16
CL		2022-08		Opt		 		LO		2022-07-15
CL		2022-09		Opt		 		LO		2022-08-17
CL		2022-10		Opt		 		LO		2022-09-15
CL		2022-11		Opt		 		LO		2022-10-17
CL		2022-12		Opt		 		LO		2022-11-16
CL		2023-01		Opt		 		LO		2022-12-15
CL		2023-02		Opt		 		LO		2023-01-17
CL		2023-03		Opt		 		LO		2023-02-15
CL		2023-04		Opt		 		LO		2023-03-16
CL		2023-05		Opt		 		LO		2023-04-17
CL		2023-06		Opt		 		LO		2023-05-17
CL		2023-07		Opt		 		LO		2023-06-15
CL		2023-08		Opt		 		LO		2023-07-17
CL		2023-09		Opt		 		LO		2023-08-17
CL		2023-12		Opt		 		LO		2023-11-15

Futures		Contract		Contract		Strike		Settlement
CL		2022-08		Call		100.00		0.47
CL		2022-08		Put		100.00		34.84
CL		2022-08		Call		100.50		0.37
CL		2022-08		Put		100.50		35.32
CL		2022-08		Call		101.00		0.36
CL		2022-08		Put		101.00		35.80
CL		2022-08		Call		101.50		0.34
CL		2022-08		Put		101.50		36.29
CL		2022-08		Call		102.00		0.32
CL		2022-08		Put		102.00		36.77
CL		2022-08		Call		102.50		0.31
CL		2022-08		Put		102.50		37.26
CL		2022-08		Call		103.00		0.30
CL		2022-08		Put		103.00		37.74
CL		2022-08		Call		103.50		0.28
CL		2022-08		Put		103.50		38.23
CL		2022-08		Call		104.00		0.27
CL		2022-08		Put		104.00		38.72
CL		2022-08		Call		104.50		0.26
CL		2022-08		Put		104.50		39.20
CL		2022-08		Call		105.00		0.25
CL		2022-08		Put		105.00		39.69
CL		2022-08		Call		105.50		0.23
CL		2022-08		Put		105.50		40.18
CL		2022-08		Call		106.00		0.22
CL		2022-08		Put		106.00		40.67
CL		2022-08		Call		106.50		0.21
CL		2022-08		Put		106.50		41.16
CL		2022-08		Call		107.00		0.20
CL		2022-08		Put		107.00		41.65
CL		2022-08		Call		107.50		0.20
CL		2022-08		Put		107.50		42.14
CL		2022-08		Call		108.00		0.19
CL		2022-08		Put		108.00		42.63
CL		2022-08		Call		108.50		0.18
CL		2022-08		Put		108.50		43.12
CL		2022-08		Call		109.00		0.17
CL		2022-08		Put		109.00		43.62
CL		2022-08		Call		109.50		0.16
CL		2022-08		Put		109.50		44.11
CL		2022-08		Call		110.00		0.15
CL		2022-08		Put		110.00		44.60
CL		2022-08		Call		110.50		0.15
CL		2022-08		Put		110.50		45.09
CL		2022-08		Call		111.00		0.14
CL		2022-08		Put		111.00		45.59
CL		2022-08		Call		111.50		0.13
CL		2022-08		Put		111.50		46.08
CL		2022-08		Call		112.00		0.13
CL		2022-08		Put		112.00		46.57
CL		2022-08		Call		112.50		0.12
CL		2022-08		Put		112.50		47.07
CL		2022-08		Call		113.00		0.12
CL		2022-08		Put		113.00		47.56
CL		2022-08		Call		113.50		0.11
CL		2022-08		Put		113.50		48.06
CL		2022-08		Call		114.00		0.11
CL		2022-08		Put		114.00		48.55
CL		2022-08		Call		114.50		0.10
CL		2022-08		Put		114.50		49.05
CL		2022-08		Call		115.00		0.10
CL		2022-08		Put		115.00		49.54
CL		2022-08		Call		115.50		0.09
CL		2022-08		Put		115.50		50.04
CL		2022-08		Call		116.00		0.09
CL		2022-08		Put		116.00		50.53
CL		2022-08		Call		116.50		0.08
CL		2022-08		Put		116.50		51.03
CL		2022-08		Call		117.00		0.08
CL		2022-08		Put		117.00		51.53
CL		2022-08		Call		117.50		0.08
CL		2022-08		Put		117.50		52.02
CL		2022-08		Call		120.00		0.06
CL		2022-08		Put		120.00		54.51
CL		2022-08		Call		122.50		0.05
CL		2022-08		Put		122.50		56.99
CL		2022-08		Call		125.00		0.04
CL		2022-08		Put		125.00		59.48
CL		2022-08		Call		127.50		0.03
CL		2022-08		Put		127.50		61.98
CL		2022-08		Call		130.00		0.02
CL		2022-08		Put		130.00		64.47
CL		2022-08		Call		132.50		0.02
CL		2022-08		Put		132.50		66.96
CL		2022-08		Call		135.00		0.01
CL		2022-08		Put		135.00		69.46
CL		2022-08		Call		137.50		0.01
CL		2022-08		Put		137.50		71.96
CL		2022-08		Call		140.00		0.01
CL		2022-08		Put		140.00		74.46
CL		2022-08		Call		142.50		0.01
CL		2022-08		Put		142.50		76.95
CL		2022-08		Call		145.00		0.01
CL		2022-08		Put		145.00		79.45
CL		2022-08		Call		147.50		0.01
CL		2022-08		Put		147.50		81.95
CL		2022-08		Call		150.00		0.01
CL		2022-08		Put		150.00		84.45
CL		2022-08		Call		152.50		0.01
CL		2022-08		Put		152.50		86.95
CL		2022-08		Call		155.00		0.01
CL		2022-08		Put		155.00		89.45
CL		2022-08		Call		157.50		0.01
CL		2022-08		Put		157.50		91.95
CL		2022-08		Call		160.00		0.01
CL		2022-08		Put		160.00		94.45
CL		2022-08		Call		162.50		0.01
CL		2022-08		Put		162.50		96.95
CL		2022-08		Call		165.00		0.01
CL		2022-08		Put		165.00		99.45
CL		2022-08		Call		170.00		0.01
CL		2022-08		Put		170.00		104.45
CL		2022-08		Call		175.00		0.01
CL		2022-08		Put		175.00		109.45
CL		2022-08		Call		180.00		0.01
CL		2022-08		Put		180.00		114.45
CL		2022-08		Call		185.00		0.01
CL		2022-08		Put		185.00		119.45
CL		2022-08		Call		190.00		0.01
CL		2022-08		Put		190.00		124.45
CL		2022-08		Call		195.00		0.01
CL		2022-08		Put		195.00		129.45
CL		2022-08		Call		200.00		0.01
CL		2022-08		Put		200.00		134.45
CL		2022-09		Call		0.50		64.65
CL		2022-09		Put		0.50		0.01
CL		2022-09		Call		1.00		64.15
CL		2022-09		Put		1.00		0.01
CL		2022-09		Call		1.50		63.65
CL		2022-09		Put		1.50		0.01
CL		2022-09		Call		2.00		63.15
CL		2022-09		Put		2.00		0.01
CL		2022-09		Call		2.50		62.65
CL		2022-09		Put		2.50		0.01
CL		2022-09		Call		3.00		62.15
CL		2022-09		Put		3.00		0.01
CL		2022-09		Call		3.50		61.65
CL		2022-09		Put		3.50		0.01
CL		2022-09		Call		4.00		61.15
CL		2022-09		Put		4.00		0.01
CL		2022-09		Call		4.50		60.65
CL		2022-09		Put		4.50		0.01
CL		2022-09		Call		5.00		60.15
CL		2022-09		Put		5.00		0.01
CL		2022-09		Call		5.50		59.65
CL		2022-09		Put		5.50		0.01
CL		2022-09		Call		6.00		59.15
CL		2022-09		Put		6.00		0.01
CL		2022-09		Call		6.50		58.65
CL		2022-09		Put		6.50		0.01
CL		2022-09		Call		7.00		58.15
CL		2022-09		Put		7.00		0.01
CL		2022-09		Call		7.50		57.65
CL		2022-09		Put		7.50		0.01
CL		2022-09		Call		8.00		57.15
CL		2022-09		Put		8.00		0.01
CL		2022-09		Call		8.50		56.65
CL		2022-09		Put		8.50		0.01
CL		2022-09		Call		9.00		56.15
CL		2022-09		Put		9.00		0.01
CL		2022-09		Call		9.50		55.65
CL		2022-09		Put		9.50		0.01
CL		2022-09		Call		10.00		55.15
CL		2022-09		Put		10.00		0.01
CL		2022-09		Call		10.50		54.65
CL		2022-09		Put		10.50		0.01
CL		2022-09		Call		11.00		54.15
CL		2022-09		Put		11.00		0.01
CL		2022-09		Call		11.50		53.65
CL		2022-09		Put		11.50		0.01
CL		2022-09		Call		12.00		53.15
CL		2022-09		Put		12.00		0.01
CL		2022-09		Call		12.50		52.65
CL		2022-09		Put		12.50		0.01
CL		2022-09		Call		13.00		52.15
CL		2022-09		Put		13.00		0.01
CL		2022-09		Call		13.50		51.65
CL		2022-09		Put		13.50		0.01
CL		2022-09		Call		14.00		51.15
CL		2022-09		Put		14.00		0.01
CL		2022-09		Call		14.50		50.65
CL		2022-09		Put		14.50		0.01
CL		2022-09		Call		15.00		50.15
CL		2022-09		Put		15.00		0.01
CL		2022-09		Call		15.50		49.66
CL		2022-09		Put		15.50		0.01
CL		2022-09		Call		16.00		49.16
CL		2022-09		Put		16.00		0.01
CL		2022-09		Call		16.50		48.66
CL		2022-09		Put		16.50		0.01
CL		2022-09		Call		17.00		48.16
CL		2022-09		Put		17.00		0.02
CL		2022-09		Call		17.50		47.67
CL		2022-09		Put		17.50		0.02
CL		2022-09		Call		18.00		47.17
CL		2022-09		Put		18.00		0.02
CL		2022-09		Call		18.50		46.67
CL		2022-09		Put		18.50		0.03
CL		2022-09		Call		19.00		46.18
CL		2022-09		Put		19.00		0.03
CL		2022-09		Call		19.50		45.69
CL		2022-09		Put		19.50		0.04
CL		2022-09		Call		20.00		45.19
CL		2022-09		Put		20.00		0.05
CL		2022-09		Call		20.50		44.70
CL		2022-09		Put		20.50		0.05
CL		2022-09		Call		21.00		44.21
CL		2022-09		Put		21.00		0.06
CL		2022-09		Call		21.50		43.72
CL		2022-09		Put		21.50		0.07
CL		2022-09		Call		22.00		43.23
CL		2022-09		Put		22.00		0.09
CL		2022-09		Call		22.50		42.75
CL		2022-09		Put		22.50		0.10
CL		2022-09		Call		23.00		42.26
CL		2022-09		Put		23.00		0.11
CL		2022-09		Call		23.50		41.78
CL		2022-09		Put		23.50		0.13
CL		2022-09		Call		24.00		41.29
CL		2022-09		Put		24.00		0.15
CL		2022-09		Call		24.50		40.81
CL		2022-09		Put		24.50		0.17
CL		2022-09		Call		25.00		40.34
CL		2022-09		Put		25.00		0.19
CL		2022-09		Call		25.50		39.86
CL		2022-09		Put		25.50		0.21
CL		2022-09		Call		26.00		39.38
CL		2022-09		Put		26.00		0.24
CL		2022-09		Call		26.50		38.91
CL		2022-09		Put		26.50		0.26
CL		2022-09		Call		27.00		38.44
CL		2022-09		Put		27.00		0.29
CL		2022-09		Call		27.50		37.97
CL		2022-09		Put		27.50		0.32
CL		2022-09		Call		28.00		37.51
CL		2022-09		Put		28.00		0.36
CL		2022-09		Call		28.50		37.04
CL		2022-09		Put		28.50		0.40
CL		2022-09		Call		29.00		36.58
CL		2022-09		Put		29.00		0.43
CL		2022-09		Call		29.50		36.12
CL		2022-09		Put		29.50		0.48
CL		2022-09		Call		30.00		35.67
CL		2022-09		Put		30.00		0.50
CL		2022-09		Call		30.50		35.19
CL		2022-09		Put		30.50		0.55
CL		2022-09		Call		31.00		34.72
CL		2022-09		Put		31.00		0.57
CL		2022-09		Call		31.50		34.25
CL		2022-09		Put		31.50		0.60
CL		2022-09		Call		32.00		33.78
CL		2022-09		Put		32.00		0.63
CL		2022-09		Call		32.50		33.31
CL		2022-09		Put		32.50		0.66
CL		2022-09		Call		33.00		32.84
CL		2022-09		Put		33.00		0.69
CL		2022-09		Call		33.50		32.37
CL		2022-09		Put		33.50		0.72
CL		2022-09		Call		34.00		31.90
CL		2022-09		Put		34.00		0.73
CL		2022-09		Call		34.50		31.43
CL		2022-09		Put		34.50		0.78
CL		2022-09		Call		35.00		30.96
CL		2022-09		Put		35.00		0.79
CL		2022-09		Call		35.50		30.50
CL		2022-09		Put		35.50		0.85
CL		2022-09		Call		36.00		30.04
CL		2022-09		Put		36.00		0.89
CL		2022-09		Call		36.50		29.58
CL		2022-09		Put		36.50		0.93
CL		2022-09		Call		37.00		29.12
CL		2022-09		Put		37.00		0.97
CL		2022-09		Call		37.50		28.66
CL		2022-09		Put		37.50		1.01
CL		2022-09		Call		38.00		28.20
CL		2022-09		Put		38.00		1.06
CL		2022-09		Call		38.50		27.75
CL		2022-09		Put		38.50		1.10
CL		2022-09		Call		39.00		27.29
CL		2022-09		Put		39.00		1.12
CL		2022-09		Call		39.50		26.85
CL		2022-09		Put		39.50		1.20
CL		2022-09		Call		40.00		26.40
CL		2022-09		Put		40.00		1.22
CL		2022-09		Call		40.50		25.95
CL		2022-09		Put		40.50		1.31
CL		2022-09		Call		41.00		25.51
CL		2022-09		Put		41.00		1.36
CL		2022-09		Call		41.50		25.07
CL		2022-09		Put		41.50		1.42
CL		2022-09		Call		42.00		24.63
CL		2022-09		Put		42.00		1.48
CL		2022-09		Call		42.50		24.19
CL		2022-09		Put		42.50		1.55
CL		2022-09		Call		43.00		23.76
CL		2022-09		Put		43.00		1.61
CL		2022-09		Call		43.50		23.32
CL		2022-09		Put		43.50		1.68
CL		2022-09		Call		44.00		22.89
CL		2022-09		Put		44.00		1.74
CL		2022-09		Call		44.50		22.46
CL		2022-09		Put		44.50		1.81
CL		2022-09		Call		45.00		22.14
CL		2022-09		Put		45.00		1.83
CL		2022-09		Call		45.50		21.61
CL		2022-09		Put		45.50		1.96
CL		2022-09		Call		46.00		21.19
CL		2022-09		Put		46.00		2.04
CL		2022-09		Call		46.50		20.77
CL		2022-09		Put		46.50		2.12
CL		2022-09		Call		47.00		20.36
CL		2022-09		Put		47.00		2.13
CL		2022-09		Call		47.50		19.94
CL		2022-09		Put		47.50		2.29
CL		2022-09		Call		48.00		19.53
CL		2022-09		Put		48.00		2.38
CL		2022-09		Call		48.50		19.12
CL		2022-09		Put		48.50		2.47
CL		2022-09		Call		49.00		18.71
CL		2022-09		Put		49.00		2.56
CL		2022-09		Call		49.50		18.31
CL		2022-09		Put		49.50		2.66
CL		2022-09		Call		50.00		17.91
CL		2022-09		Put		50.00		2.68
CL		2022-09		Call		50.50		17.51
CL		2022-09		Put		50.50		2.86
CL		2022-09		Call		51.00		17.11
CL		2022-09		Put		51.00		2.96
CL		2022-09		Call		51.50		16.72
CL		2022-09		Put		51.50		3.07
CL		2022-09		Call		52.00		16.33
CL		2022-09		Put		52.00		3.18
CL		2022-09		Call		52.50		15.94
CL		2022-09		Put		52.50		3.29
CL		2022-09		Call		53.00		15.56
CL		2022-09		Put		53.00		3.41
CL		2022-09		Call		53.50		15.18
CL		2022-09		Put		53.50		3.53
CL		2022-09		Call		54.00		14.80
CL		2022-09		Put		54.00		3.65
CL		2022-09		Call		54.50		14.42
CL		2022-09		Put		54.50		3.77
CL		2022-09		Call		55.00		14.16
CL		2022-09		Put		55.00		3.84
CL		2022-09		Call		55.50		13.68
CL		2022-09		Put		55.50		4.03
CL		2022-09		Call		56.00		13.32
CL		2022-09		Put		56.00		4.17
CL		2022-09		Call		56.50		12.96
CL		2022-09		Put		56.50		4.31
CL		2022-09		Call		57.00		12.72
CL		2022-09		Put		57.00		4.45
CL		2022-09		Call		57.50		12.25
CL		2022-09		Put		57.50		4.60
CL		2022-09		Call		58.00		11.90
CL		2022-09		Put		58.00		4.75
CL		2022-09		Call		58.50		11.55
CL		2022-09		Put		58.50		4.90
CL		2022-09		Call		59.00		11.21
CL		2022-09		Put		59.00		5.06
CL		2022-09		Call		59.50		10.88
CL		2022-09		Put		59.50		5.23
CL		2022-09		Call		60.00		10.67
CL		2022-09		Put		60.00		5.35
CL		2022-09		Call		60.50		10.22
CL		2022-09		Put		60.50		5.57
CL		2022-09		Call		61.00		10.02
CL		2022-09		Put		61.00		5.74
CL		2022-09		Call		61.50		9.57
CL		2022-09		Put		61.50		5.92
CL		2022-09		Call		62.00		9.39
CL		2022-09		Put		62.00		6.07
CL		2022-09		Call		62.50		8.95
CL		2022-09		Put		62.50		6.30
CL		2022-09		Call		63.00		8.78
CL		2022-09		Put		63.00		6.50
CL		2022-09		Call		63.50		8.48
CL		2022-09		Put		63.50		6.66
CL		2022-09		Call		64.00		8.05
CL		2022-09		Put		64.00		6.90
CL		2022-09		Call		64.50		7.77
CL		2022-09		Put		64.50		7.12
CL		2022-09		Call		65.00		7.62
CL		2022-09		Put		65.00		7.33
CL		2022-09		Call		65.50		7.21
CL		2022-09		Put		65.50		7.56
CL		2022-09		Call		66.00		6.94
CL		2022-09		Put		66.00		7.79
CL		2022-09		Call		66.50		6.68
CL		2022-09		Put		66.50		8.03
CL		2022-09		Call		67.00		6.55
CL		2022-09		Put		67.00		8.27
CL		2022-09		Call		67.50		6.18
CL		2022-09		Put		67.50		8.53
CL		2022-09		Call		68.00		5.93
CL		2022-09		Put		68.00		8.78
CL		2022-09		Call		68.50		5.70
CL		2022-09		Put		68.50		9.05
CL		2022-09		Call		69.00		5.47
CL		2022-09		Put		69.00		9.32
CL		2022-09		Call		69.50		5.24
CL		2022-09		Put		69.50		9.59
CL		2022-09		Call		70.00		5.15
CL		2022-09		Put		70.00		9.87
CL		2022-09		Call		70.50		4.82
CL		2022-09		Put		70.50		10.17
CL		2022-09		Call		71.00		4.62
CL		2022-09		Put		71.00		10.47
CL		2022-09		Call		71.50		4.42
CL		2022-09		Put		71.50		10.77
CL		2022-09		Call		72.00		4.23
CL		2022-09		Put		72.00		11.08
CL		2022-09		Call		72.50		4.05
CL		2022-09		Put		72.50		11.40
CL		2022-09		Call		73.00		3.87
CL		2022-09		Put		73.00		11.72
CL		2022-09		Call		73.50		3.70
CL		2022-09		Put		73.50		12.04
CL		2022-09		Call		74.00		3.53
CL		2022-09		Put		74.00		12.37
CL		2022-09		Call		74.50		3.36
CL		2022-09		Put		74.50		12.71
CL		2022-09		Call		75.00		3.37
CL		2022-09		Put		75.00		13.05
CL		2022-09		Call		75.50		3.07
CL		2022-09		Put		75.50		13.42
CL		2022-09		Call		76.00		2.93
CL		2022-09		Put		76.00		13.78
CL		2022-09		Call		76.50		2.81
CL		2022-09		Put		76.50		14.16
CL		2022-09		Call		77.00		2.68
CL		2022-09		Put		77.00		14.53
CL		2022-09		Call		77.50		2.56
CL		2022-09		Put		77.50		14.91
CL		2022-09		Call		78.00		2.45
CL		2022-09		Put		78.00		15.30
CL		2022-09		Call		78.50		2.34
CL		2022-09		Put		78.50		15.69
CL		2022-09		Call		79.00		2.23
CL		2022-09		Put		79.00		16.08
CL		2022-09		Call		79.50		2.13
CL		2022-09		Put		79.50		16.48
CL		2022-09		Call		80.00		2.20
CL		2022-09		Put		80.00		16.88
CL		2022-09		Call		80.50		1.95
CL		2022-09		Put		80.50		17.30
CL		2022-09		Call		81.00		1.87
CL		2022-09		Put		81.00		17.72
CL		2022-09		Call		81.50		1.79
CL		2022-09		Put		81.50		18.14
CL		2022-09		Call		82.00		1.72
CL		2022-09		Put		82.00		18.57
CL		2022-09		Call		82.50		1.65
CL		2022-09		Put		82.50		19.00
CL		2022-09		Call		83.00		1.58
CL		2022-09		Put		83.00		19.43
CL		2022-09		Call		83.50		1.51
CL		2022-09		Put		83.50		19.86
CL		2022-09		Call		84.00		1.45
CL		2022-09		Put		84.00		20.30
CL		2022-09		Call		84.50		1.39
CL		2022-09		Put		84.50		20.74
CL		2022-09		Call		85.00		1.33
CL		2022-09		Put		85.00		21.18
CL		2022-09		Call		85.50		1.28
CL		2022-09		Put		85.50		21.63
CL		2022-09		Call		86.00		1.22
CL		2022-09		Put		86.00		22.07
CL		2022-09		Call		86.50		1.17
CL		2022-09		Put		86.50		22.52
CL		2022-09		Call		87.00		1.12
CL		2022-09		Put		87.00		22.97
CL		2022-09		Call		87.50		1.07
CL		2022-09		Put		87.50		23.42
CL		2022-09		Call		88.00		1.03
CL		2022-09		Put		88.00		23.88
CL		2022-09		Call		88.50		0.99
CL		2022-09		Put		88.50		24.33
CL		2022-09		Call		89.00		0.94
CL		2022-09		Put		89.00		24.79
CL		2022-09		Call		89.50		0.90
CL		2022-09		Put		89.50		25.25
CL		2022-09		Call		90.00		1.01
CL		2022-09		Put		90.00		25.71
CL		2022-09		Call		90.50		0.83
CL		2022-09		Put		90.50		26.18
CL		2022-09		Call		91.00		0.80
CL		2022-09		Put		91.00		26.65
CL		2022-09		Call		91.50		0.77
CL		2022-09		Put		91.50		27.12
CL		2022-09		Call		92.00		0.74
CL		2022-09		Put		92.00		27.59
CL		2022-09		Call		92.50		0.71
CL		2022-09		Put		92.50		28.06
CL		2022-09		Call		93.00		0.68
CL		2022-09		Put		93.00		28.53
CL		2022-09		Call		93.50		0.66
CL		2022-09		Put		93.50		29.01
CL		2022-09		Call		94.00		0.63
CL		2022-09		Put		94.00		29.48
CL		2022-09		Call		94.50		0.61
CL		2022-09		Put		94.50		29.96
CL		2022-09		Call		95.00		0.70
CL		2022-09		Put		95.00		30.43
CL		2022-09		Call		95.50		0.57
CL		2022-09		Put		95.50		30.91
CL		2022-09		Call		96.00		0.55
CL		2022-09		Put		96.00		31.39
CL		2022-09		Call		96.50		0.53
CL		2022-09		Put		96.50		31.87
CL		2022-09		Call		97.00		0.51
CL		2022-09		Put		97.00		32.36
CL		2022-09		Call		97.50		0.49
CL		2022-09		Put		97.50		32.84
CL		2022-09		Call		98.00		0.48
CL		2022-09		Put		98.00		33.32
CL		2022-09		Call		98.50		0.46
CL		2022-09		Put		98.50		33.81
CL		2022-09		Call		99.00		0.44
CL		2022-09		Put		99.00		34.29
CL		2022-09		Call		99.50		0.53
CL		2022-09		Put		99.50		34.78
CL		2022-09		Call		100.00		0.51
CL		2022-09		Put		100.00		35.26
CL		2022-09		Call		100.50		0.40
CL		2022-09		Put		100.50		35.74
CL		2022-09		Call		101.00		0.39
CL		2022-09		Put		101.00		36.23
CL		2022-09		Call		101.50		0.37
CL		2022-09		Put		101.50		36.72
CL		2022-09		Call		102.00		0.36
CL		2022-09		Put		102.00		37.21
CL		2022-09		Call		102.50		0.35
CL		2022-09		Put		102.50		37.70
CL		2022-09		Call		103.00		0.34
CL		2022-09		Put		103.00		38.19
CL		2022-09		Call		103.50		0.33
CL		2022-09		Put		103.50		38.68
CL		2022-09		Call		104.00		0.32
CL		2022-09		Put		104.00		39.17
CL		2022-09		Call		104.50		0.31
CL		2022-09		Put		104.50		39.66
CL		2022-09		Call		105.00		0.30
CL		2022-09		Put		105.00		40.15
CL		2022-09		Call		105.50		0.29
CL		2022-09		Put		105.50		40.64
CL		2022-09		Call		106.00		0.29
CL		2022-09		Put		106.00		41.13
CL		2022-09		Call		106.50		0.28
CL		2022-09		Put		106.50		41.62
CL		2022-09		Call		107.00		0.27
CL		2022-09		Put		107.00		42.12
CL		2022-09		Call		107.50		0.26
CL		2022-09		Put		107.50		42.61
CL		2022-09		Call		108.00		0.25
CL		2022-09		Put		108.00		43.10
CL		2022-09		Call		108.50		0.25
CL		2022-09		Put		108.50		43.59
CL		2022-09		Call		109.00		0.24
CL		2022-09		Put		109.00		44.09
CL		2022-09		Call		109.50		0.23
CL		2022-09		Put		109.50		44.58
CL		2022-09		Call		110.00		0.30
CL		2022-09		Put		110.00		45.07
CL		2022-09		Call		110.50		0.22
CL		2022-09		Put		110.50		45.57
CL		2022-09		Call		111.00		0.22
CL		2022-09		Put		111.00		46.06
CL		2022-09		Call		111.50		0.21
CL		2022-09		Put		111.50		46.56
CL		2022-09		Call		112.00		0.21
CL		2022-09		Put		112.00		47.06
CL		2022-09		Call		112.50		0.20
CL		2022-09		Put		112.50		47.55
CL		2022-09		Call		113.00		0.20
CL		2022-09		Put		113.00		48.05
CL		2022-09		Call		113.50		0.20
CL		2022-09		Put		113.50		48.54
CL		2022-09		Call		114.00		0.19
CL		2022-09		Put		114.00		49.04
CL		2022-09		Call		114.50		0.19
CL		2022-09		Put		114.50		49.53
CL		2022-09		Call		115.00		0.19
CL		2022-09		Put		115.00		50.03
CL		2022-09		Call		115.50		0.18
CL		2022-09		Put		115.50		50.53
CL		2022-09		Call		116.00		0.18
CL		2022-09		Put		116.00		51.02
CL		2022-09		Call		116.50		0.18
CL		2022-09		Put		116.50		51.52
CL		2022-09		Call		117.50		0.17
CL		2022-09		Put		117.50		52.51
CL		2022-09		Call		120.00		0.20
CL		2022-09		Put		120.00		55.00
CL		2022-09		Call		122.50		0.13
CL		2022-09		Put		122.50		57.47
CL		2022-09		Call		125.00		0.11
CL		2022-09		Put		125.00		59.95
CL		2022-09		Call		127.50		0.09
CL		2022-09		Put		127.50		62.43
CL		2022-09		Call		130.00		0.07
CL		2022-09		Put		130.00		64.92
CL		2022-09		Call		132.50		0.06
CL		2022-09		Put		132.50		67.40
CL		2022-09		Call		135.00		0.05
CL		2022-09		Put		135.00		69.89
CL		2022-09		Call		137.50		0.04
CL		2022-09		Put		137.50		72.39
CL		2022-09		Call		140.00		0.03
CL		2022-09		Put		140.00		74.88
CL		2022-09		Call		142.50		0.03
CL		2022-09		Put		142.50		77.37
CL		2022-09		Call		145.00		0.02
CL		2022-09		Put		145.00		79.87
CL		2022-09		Call		147.50		0.02
CL		2022-09		Put		147.50		82.36
CL		2022-09		Call		150.00		0.02
CL		2022-09		Put		150.00		84.86
CL		2022-09		Call		152.50		0.01
CL		2022-09		Put		152.50		87.36
CL		2022-09		Call		155.00		0.01
CL		2022-09		Put		155.00		89.86
CL		2022-09		Call		157.50		0.01
CL		2022-09		Put		157.50		92.35
CL		2022-09		Call		160.00		0.01
CL		2022-09		Put		160.00		94.85
CL		2022-09		Call		162.50		0.01
CL		2022-09		Put		162.50		97.35
CL		2022-09		Call		165.00		0.01
CL		2022-09		Put		165.00		99.85
CL		2022-09		Call		170.00		0.01
CL		2022-09		Put		170.00		104.85
CL		2022-09		Call		175.00		0.01
CL		2022-09		Put		175.00		109.85
CL		2022-09		Call		180.00		0.01
CL		2022-09		Put		180.00		114.85
CL		2022-09		Call		185.00		0.01
CL		2022-09		Put		185.00		119.85
CL		2022-09		Call		190.00		0.01
CL		2022-09		Put		190.00		124.85
CL		2022-09		Call		195.00		0.01
CL		2022-09		Put		195.00		129.85
CL		2022-09		Call		200.00		0.01
CL		2022-09		Put		200.00		134.85
CL		2022-10		Call		0.50		64.25
CL		2022-10		Put		0.50		0.01
CL		2022-10		Call		1.00		63.75
CL		2022-10		Put		1.00		0.01
CL		2022-10		Call		1.50		63.25
CL		2022-10		Put		1.50		0.01
CL		2022-10		Call		2.00		62.75
CL		2022-10		Put		2.00		0.01
CL		2022-10		Call		2.50		62.25
CL		2022-10		Put		2.50		0.01
CL		2022-10		Call		3.00		61.75
CL		2022-10		Put		3.00		0.01
CL		2022-10		Call		3.50		61.25
CL		2022-10		Put		3.50		0.01
CL		2022-10		Call		4.00		60.75
CL		2022-10		Put		4.00		0.01
CL		2022-10		Call		4.50		60.25
CL		2022-10		Put		4.50		0.01
CL		2022-10		Call		5.00		59.75
CL		2022-10		Put		5.00		0.01
CL		2022-10		Call		5.50		59.25
CL		2022-10		Put		5.50		0.01
CL		2022-10		Call		6.00		58.75
CL		2022-10		Put		6.00		0.01
